Mdate,DJI,RF,MP,UI,DEI,UPR,UTS,YP,OG,cg,VWRETD,EWRETD
1959/2/1,590.72,0.19,1.9395,-0.5839,0.2835,0.93,1.26,12.6525,-1.4706,1,3.0112,3.5095
1959/3/1,609.12,0.22,1.43,0.0555,-0.294,0.86,1.19,15.3166,0,0.9,1.4828,1.766
1959/4/1,616.99,0.2,2.108,0.2668,0.1341,0.74,1.17,19.0933,0.738,-0.4,3.2851,3.317
1959/5/1,630.8,0.22,1.4954,-0.2243,0.1458,0.65,1.47,19.612,0,1.2,0.7456,0.2116
1959/6/1,631.51,0.25,0.1137,0.263,-0.1432,0.7,1.13,17.1207,0,0.4,2.1793,1.1121
1959/7/1,662.81,0.25,-2.4237,0.1168,0.1451,0.68,1.2,13.2194,0,-0.3,2.9981,3.1721
1959/8/1,660.58,0.19,-3.4464,-0.2324,0.0061,0.66,1.05,7.7928,0,0.6,-1.5151,-1.3235
1959/9/1,635.47,0.31,-0.1211,0.2522,-0.1427,0.5,0.64,6.7607,-1.4815,1,-4.6981,-4.5437
1959/10/1,637.34,0.3,-0.7291,0.1074,0.1436,0.75,0.48,4.8727,0,-0.7,3.0453,2.9072
1959/11/1,646.43,0.26,0.6079,-0.2389,0.0056,0.73,0.38,2.5784,0,0,2.9295,2.027
1959/12/1,671.35,0.34,5.9982,-0.0967,-0.1421,0.59,0.2,8.4522,0,-0.1,1.7128,2.4644
1960/1/1,655.39,0.33,2.5919,-0.4322,-0.0052,0.62,0.37,9.5643,0,0.3,-5.6053,-3.7695
1960/2/1,624.88,0.29,-0.8937,0.4019,-0.1528,0.85,0.53,6.7311,0,0.4,2.3772,1.3188
1960/3/1,614.7,0.35,-0.9021,-0.2192,0.2805,1,0.94,4.399,0,1.4,-1.2679,-1.7807
1960/4/1,619.98,0.19,-0.7956,0.2614,-0.141,0.92,1.05,1.4954,0,1.5,-0.3602,-1.4247
1960/5/1,615.64,0.27,-0.1143,-0.2213,0.1432,0.93,1.06,-0.1143,0,-2,4.1493,2.9798
1960/6/1,644.38,0.24,-1.2652,0.2579,-0.1407,1.11,1.69,-1.4932,0,0,1.5312,2.18
1960/7/1,625.83,0.13,-0.3481,-0.2232,0.1426,1.32,1.6,0.5824,0,0.2,-1.7684,-1.9228
1960/8/1,624.47,0.17,-0.1159,-0.0828,-0.1404,1.28,1.5,3.9129,0,-0.1,3.2863,4.6584
1960/9/1,598.1,0.16,-1.0523,-0.0784,-0.0044,1.21,1.32,2.9817,0,0.5,-6.3179,-6.1812
1960/10/1,582.45,0.22,-0.1172,0.5992,-0.0042,1.22,1.59,3.5935,0,0.5,-0.5893,-2.2451
1960/11/1,601.14,0.13,-1.422,-0.3624,0.2882,1.15,1.56,1.5637,0,-0.3,6.4695,5.3953
1960/12/1,609.54,0.16,-1.9278,-0.0874,-0.275,1.26,1.59,-6.3623,0,-1.2,4.4774,4.1765
1961/1/1,632.2,0.19,0.1217,-0.0828,-0.0047,1.26,1.6,-8.8325,0,0.3,6.8005,7.9658
1961/2/1,650.01,0.14,-0.1217,-0.0783,-0.0044,1.29,1.36,-8.0605,0,0.4,5.9344,6.7323
1961/3/1,670.56,0.2,0.6064,-0.0742,-0.0042,1.28,1.35,-6.552,0,1.2,3.6821,5.167
1961/4/1,684.9,0.17,2.0349,-0.0702,-0.0039,1.23,1.49,-3.7214,0.7435,0,-0.0451,1.0909
1961/5/1,693.03,0.18,1.5283,-0.0665,-0.0037,1.3,1.42,-2.0788,0,0.6,2.8502,3.6037
1961/6/1,691.44,0.2,1.3907,-0.063,-0.0035,1.15,1.55,0.577,0,0.2,-3.0463,-3.9221
1961/7/1,690.66,0.18,1.1441,0.6093,-0.0033,1.17,1.68,2.0692,0,-0.3,1.5156,0.7191
1961/8/1,718.64,0.14,0.9058,-0.6806,0.2871,1.07,1.65,3.0909,0,0.4,3.3316,2.3974
1961/9/1,711.02,0.17,-0.1125,0.4045,-0.4172,1.14,1.7,4.0308,0,0.6,-2.6309,-3.5156
1961/10/1,703.01,0.19,1.9003,-0.2048,0.2754,1.21,1.62,6.0483,0,0.6,1.7933,2.0086
1961/11/1,724.74,0.15,1.5388,-0.0672,-0.1376,1.17,1.46,9.009,0,1,4.6726,5.1765
1961/12/1,728.44,0.19,0.8684,-0.0636,-0.0036,1.04,1.46,11.8053,0,0.7,-0.6395,-0.4588
1962/1/1,705.16,0.24,-0.8688,-0.0602,-0.0034,1,1.36,10.8147,0,0,-3.1242,-1.2163
1962/2/1,711.95,0.2,1.6229,0.2757,-0.0032,1.03,1.31,12.5593,0,0,1.2384,1.3665
1962/3/1,714.18,0.2,0.535,-0.1984,0.1414,1.11,1.21,12.4879,0,0.8,-1.1151,-1.2326
1962/4/1,690.28,0.22,0.213,0.2701,-0.1369,1.18,1.11,10.666,0,0.3,-7.4647,-7.3565
1962/5/1,643.71,0.24,-0.1066,-0.2022,0.1406,1.13,1.19,9.031,0,0.8,-9.6363,-10.4221
1962/6/1,572.64,0.2,-0.2132,-0.0655,-0.1367,1.11,1.18,7.4272,0,-0.5,-9.5709,-9.2556
1962/7/1,581.78,0.27,0.9568,0.2685,-0.0035,1.04,1.09,7.2399,0,0.3,6.2033,6.8563
1962/8/1,602.51,0.23,0.1058,-0.2022,0.1401,1.08,1.16,6.4399,0,0.3,2.32,2.7114
1962/9/1,597.02,0.21,0.6323,0.2635,-0.1362,1.05,1.2,7.1847,0,1.1,-5.8123,-6.3479
1962/10/1,580.65,0.25,0.1051,-0.2054,0.1395,1.06,1.19,5.3895,0,-0.5,-1.5033,-3.2947
1962/11/1,628.82,0.2,0.4188,-0.0694,-0.136,1.04,1.09,4.2695,0,1.3,13.3084,14.2547
1962/12/1,648.38,0.23,0,-0.0657,-0.0037,1.06,0.99,3.401,0,0.6,-0.0633,-1.1914
1963/1/1,672.1,0.25,0.7285,-0.0622,-0.0035,1.08,0.92,4.9984,0,0,6.0812,8.0547
1963/2/1,679.75,0.23,1.135,-0.0589,-0.0033,0.97,1,4.5106,0,-0.4,-1.9663,-1.9021
1963/3/1,674.63,0.23,0.6132,0.2727,-0.0031,0.95,1.04,4.5887,0,0.5,2.3581,1.6244
1963/4/1,707.12,0.25,0.9135,-0.1954,0.1396,0.9,1.07,5.2893,0,0.4,4.4874,4.0935
1963/5/1,720.84,0.24,1.2046,-0.0603,-0.1351,0.92,1.01,6.6005,0,0.1,2.3684,3.3895
1963/6/1,719.14,0.23,0.2992,0.2702,-0.0032,0.85,1,7.1128,0,1,-1.9565,-1.7156
1963/7/1,700.75,0.27,-0.3991,0.1301,0.139,0.82,0.84,5.7569,0,0.5,-1.0926,-0.8168
1963/8/1,714.15,0.25,0.1997,-0.203,0.0069,0.83,0.68,5.8508,0,0.4,4.9785,4.0909
1963/9/1,738.52,0.27,0.992,-0.0683,-0.1347,0.76,0.7,6.2105,0,-0.2,-1.8413,-1.2579
1963/10/1,747.52,0.29,0.6888,0.2605,-0.0036,0.72,0.66,6.7943,-0.7435,-0.1,2.837,1.7934
1963/11/1,743.24,0.27,0.489,-0.2024,0.1377,0.72,0.6,6.8645,0,0.7,-0.894,-1.5664
1963/12/1,759.94,0.29,-0.1955,0.256,-0.1342,0.72,0.61,6.669,0,1.2,1.1104,-0.8874
1964/1/1,777.08,0.3,0.8758,-0.2052,0.137,0.66,0.65,6.8163,0,0.3,1.3989,3.2077
1964/2/1,793.03,0.26,0.6761,-0.0712,-0.134,0.68,0.62,6.3574,0,0.7,2.4279,2.3551
1964/3/1,812.18,0.31,0,-0.0674,-0.0038,0.61,0.68,5.7442,0,0.4,2.2121,2.5936
1964/4/1,820.94,0.29,1.623,-0.0638,-0.0036,0.62,0.76,6.4537,0,0.2,-0.6851,0.3685
1964/5/1,823.12,0.26,0.5666,-0.0604,-0.0034,0.65,0.73,5.8158,0,1.4,0.8006,0.5891
1964/6/1,817.63,0.3,0.2819,0.2658,-0.0032,0.68,0.69,5.7986,0,0.6,1.427,0.5109
1964/7/1,844.24,0.3,0.6552,0.1277,0.1372,0.64,0.73,6.8529,0,0.7,2.3326,3.1611
1964/8/1,835.3,0.28,0.6506,-0.5232,0.0067,0.63,0.69,7.3038,0,0.6,-0.7545,-0.5809
1964/9/1,863.55,0.28,0.3703,0.3936,-0.2727,0.62,0.67,6.682,0,-0.4,3.5849,4.0998
1964/10/1,875.26,0.29,-1.3947,-0.1943,0.2658,0.62,0.62,4.5986,0,0.7,1.1798,1.7874
1964/11/1,880.04,0.29,3.0429,0.2593,-0.1326,0.66,0.51,7.1525,0,-0.9,0.533,0.0738
1964/12/1,866.73,0.31,1.174,-0.1977,0.136,0.63,0.34,8.5219,0,1,-0.2272,-0.95
1965/1/1,889.89,0.28,1.0712,-0.0653,-0.1324,0.61,0.38,8.7173,0,0.7,5.8855,7.4198
1965/2/1,894.41,0.3,0.6199,-0.0619,-0.0035,0.57,0.28,8.6611,0,1.6,2.4928,3.3185
1965/3/1,896.44,0.36,1.3152,0.2614,-0.0033,0.57,0.28,9.9763,0,0.3,0.3015,1.6028
1965/4/1,907.71,0.31,0.4346,0.1246,0.1357,0.6,0.27,8.7878,0,0.7,3.7291,3.8877
1965/5/1,927.5,0.31,0.7775,-0.2009,0.0066,0.6,0.32,8.9986,0,-0.1,-1.2232,-0.7713
1965/6/1,878.06,0.35,0.7718,0.5659,-0.1318,0.64,0.41,9.4885,0,-0.8,-6.8143,-8.2887
1965/7/1,873.43,0.31,0.935,-0.3409,0.2718,0.68,0.36,9.7682,0,1.3,2.936,3.2588
1965/8/1,887.7,0.33,0.4221,-0.0817,-0.2592,0.63,0.41,9.5397,0,0.7,4.4044,4.0115
1965/9/1,922.18,0.31,0.2523,-0.0774,-0.0044,0.62,0.37,9.4217,0,1.7,3.8225,3.0179
1965/10/1,944.78,0.31,1.0034,0.2427,-0.0041,0.58,0.32,11.8198,0,1.4,4.3198,5.8033
1965/11/1,953.31,0.35,0.4151,-0.2064,0.1332,0.5,0.36,9.192,0,0,3.1998,4.8608
1965/12/1,955.19,0.33,1.2351,0.2395,-0.1309,0.4,0.24,9.2531,0,0.2,3.6023,5.3196
1966/1/1,985.93,0.38,0.9773,-0.2081,0.1326,0.45,0.02,9.1592,0,0.6,2.961,5.87
1966/2/1,977.15,0.35,0.6461,0.5495,-0.1307,0.29,0.18,9.1854,0,0.7,0.69,2.884
1966/3/1,926.43,0.38,1.3596,-0.0333,0.2679,0.45,0.28,9.2298,0,0.8,-2.0977,-0.8923
1966/4/1,943.45,0.34,0.1588,0.3968,-0.1211,0.66,0.13,8.954,0,0.1,3.4998,5.0944
1966/5/1,890.7,0.41,0.9469,-0.3633,0.139,0.7,0.14,9.1235,0,-0.9,-6.9835,-8.8708
1966/6/1,888.82,0.38,0.4703,0.2011,-0.2552,0.77,0.31,8.822,0.7435,0.3,-0.6752,-0.6071
1966/7/1,875.87,0.35,0.5459,0.0717,0.1283,0.66,0.22,8.4329,0,0.9,-1.6646,-1.4535
1966/8/1,817.55,0.41,0.0775,0.3734,0.0037,0.61,0.26,8.0883,0,0.2,-8.5738,-10.3683
1966/9/1,791.65,0.4,0.9282,-0.3765,0.1363,0.91,-0.19,8.7641,0,0.9,-2.306,-2.1302
1966/10/1,778.1,0.45,0.6904,0.4863,-0.253,1.09,-0.34,8.4511,0.738,-0.4,1.2883,-2.3267
1966/11/1,806.55,0.4,-0.6904,-0.3813,0.2579,0.97,-0.16,7.3456,0,0.2,4.3104,4.8106
1966/12/1,800.87,0.4,0.2306,-0.1294,-0.2519,1.34,-0.12,6.3411,0,0.2,2.9896,3.3196
1967/1/1,830.56,0.43,0.4706,-0.1225,-0.007,1.39,-0.14,5.8344,0,0.5,11.6894,17.425
1967/2/1,851.12,0.36,-1.1406,-0.1159,-0.0066,1.19,0.07,4.0477,0,-0.4,1.9358,4.6919
1967/3/1,858.11,0.39,-0.5651,0.1939,-0.0062,1.31,0.28,2.1231,0,0.5,5.376,6.6319
1967/4/1,868.66,0.32,0.9386,0.0672,0.1258,1.24,0.75,2.9029,0,1,5.3073,4.7644
1967/5/1,883.74,0.33,-0.8762,0.0628,0.0035,1.11,1.25,1.0798,0,0,-2.2931,-0.6942
1967/6/1,872.66,0.27,-0.0127,0.0587,0.0032,1.13,1.48,0.5968,0,0.6,4.675,8.3792
1967/7/1,888.51,0.31,-0.2278,0.0547,0.003,1.1,0.95,-0.1769,0,-0.4,5.6567,8.0427
1967/8/1,912.46,0.31,1.8977,0.0511,0.0028,1.05,1.01,1.6433,0.7326,0.3,-0.6202,0.4525
1967/9/1,923.45,0.32,-0.1625,0.0476,0.0026,1.1,0.88,0.5526,0,0.8,4.6577,6.7398
1967/10/1,907.54,0.39,0.8112,0.0443,0.0024,1.04,0.92,0.6735,0,-0.9,-1.9952,-1.2635
1967/11/1,865.43,0.36,1.4199,0.0412,0.0022,0.97,1.02,2.7838,0,0.7,0.5796,0.0454
1967/12/1,887.2,0.33,1.0713,0.0383,0.0021,1.23,0.73,3.6245,0,1.3,5.4642,8.1446
1968/1/1,884.77,0.4,-0.1078,0.3292,0.0019,1.31,0.53,3.0461,0,0.6,-2.8992,1.8671
1968/2/1,847.2,0.39,0.3577,-0.0953,0.1292,1.24,0.58,4.5444,0,0.1,-4.775,-5.7954
1968/3/1,834.76,0.38,0.3118,0.0208,-0.117,1.11,0.57,5.4212,0,1.7,0.435,-0.986
1968/4/1,893.37,0.43,0.1446,0.019,0.0009,1.33,0.26,4.6272,0,-0.4,12.3602,14.6069
1968/5/1,905.22,0.45,1.1156,0.0173,0.0008,1.16,0.21,6.6189,0,0.7,4.9671,9.7954
1968/6/1,906.82,0.43,0.3665,0.3043,0.0008,1.35,0.2,6.9981,0,0.9,1.054,1.251
1968/7/1,905.32,0.48,-0.1532,0.1751,0.1259,1.48,0.19,7.0727,0.7273,0.9,-3.6185,-2.9113
1968/8/1,883.72,0.42,0.2785,-0.1219,0.0085,1.4,0.33,5.4535,0,0.3,2.6094,3.3848
1968/9/1,922.8,0.43,0.3781,-0.0068,-0.1159,1.33,0.27,5.9942,0,-0.1,6.6796,7.7431
1968/10/1,955.47,0.44,0.1983,0.2767,-0.0006,1.26,0.23,5.3812,0,0.2,0.3456,0.1971
1968/11/1,964.12,0.42,1.2853,-0.1312,0.1225,1.31,0.25,5.2465,0,0.6,6.3317,6.9058
1968/12/1,968.39,0.43,0.3153,-0.0168,-0.1152,1.2,0.07,4.4906,0,-0.2,-1.8454,1.001
1969/1/1,934.99,0.53,0.6031,-0.0165,-0.0011,1.28,-0.1,5.2015,0,0.8,-0.8217,-0.2498
1969/2/1,931.29,0.46,0.638,0.2635,-0.0011,1.11,0.07,5.4817,0,0.6,-7.34,-8.9404
1969/3/1,916.52,0.46,0.7809,0.4176,0.1203,1.21,0.28,5.9509,3.5591,-0.4,2.131,2.0042
1969/4/1,927.38,0.53,-0.3686,0.0085,0.127,1.37,0.06,5.4378,1.3889,0.4,0.7921,0.1975
1969/5/1,954.86,0.48,-0.3785,-0.1626,-0.1063,1.2,0.28,3.9436,0,0.7,-0.174,0.469
1969/6/1,896.61,0.51,0.972,0.2242,-0.1139,1.13,0.13,4.5491,0,-0.4,-9.2402,-11.7175
1969/7/1,844.02,0.53,0.5267,0.1053,0.1158,1.12,-0.28,5.2291,0,-0.1,-7.808,-9.9116
1969/8/1,825.46,0.5,0.2296,0.0976,0.0048,1.17,-0.29,5.1801,0,0.9,6.5618,5.9714
1969/9/1,826.71,0.62,-0.0225,-0.1788,0.0044,0.89,0.07,4.7795,0,0.1,-0.8494,-1.9396
1969/10/1,832.51,0.6,0.0291,0.2017,-0.1128,1.12,0.1,4.6104,0,0.5,8.378,10.1243
1969/11/1,841.09,0.52,-0.947,0.0862,0.1126,1.11,-0.1,2.3781,0,-0.1,-3.9108,-5.7235
1969/12/1,789.22,0.64,-0.2688,0.0796,0.0038,1,-0.17,1.794,0,-0.1,-2.4996,-6.4416
1970/1/1,782.93,0.6,-1.8691,-0.1909,0.0034,1.07,-0.08,-0.6782,0,0.6,-7.5165,-4.4092
1970/2/1,756.21,0.62,-0.0659,0.1835,-0.1115,1.54,0.11,-1.3821,0,0.4,5.2608,4.0227
1970/3/1,777.62,0.57,-0.1299,0.0709,0.1098,1.56,0.44,-2.2929,0,-0.5,-1.8802,-2.6016
1970/4/1,771.65,0.5,-0.2574,0.3253,0.0029,1.31,0.88,-2.1817,0,0.1,-14.2059,-17.5357
1970/5/1,691.96,0.53,-0.1166,-0.3131,0.1155,1.07,1.07,-1.9198,0,0.7,-9.2761,-10.0684
1970/6/1,699.3,0.58,-0.324,0.1595,-0.2152,1.41,1.16,-3.2158,0,0.3,-6.1535,-7.8602
1970/7/1,712.8,0.52,0.2452,0.0505,0.1064,1.94,1.01,-3.4972,-1.3889,0,6.2027,5.2
1970/8/1,731.97,0.53,-0.1785,-0.4656,0.0019,1.91,1.12,-3.9053,0,0.4,4.882,5.1257
1970/9/1,759.38,0.54,-0.6917,0.2662,-0.2203,2,1.27,-4.5745,0,0.5,9.8535,14.5757
1970/10/1,763.72,0.46,-2.0207,0.055,0.2086,2,1.42,-6.6244,0,-0.6,-4.7196,-7.13
1970/11/1,769.27,0.46,-0.6074,0.0503,0.0022,2.54,1.56,-6.2848,0,-0.7,3.9773,0.0641
1970/12/1,821.51,0.42,2.2704,0.0458,0.0019,2.73,1.52,-3.7456,7.4108,0.9,6.7422,7.5906
1971/1/1,849.04,0.38,0.7665,-0.4596,0.0017,2.5,1.81,-1.11,1.2903,1.4,7.9547,14.0202
1971/2/1,879.69,0.33,-0.1908,0.0074,-0.216,2.28,2.42,-1.2349,0,0.2,3.8094,5.4598
1971/3/1,901.29,0.3,-0.1085,-0.089,0.0956,2.76,2.32,-1.2135,0,0.1,5.4059,5.9529
1971/4/1,932.54,0.28,0.56,-0.0846,-0.005,2.62,1.97,-0.3962,0,0.6,3.7876,2.4384
1971/5/1,925.49,0.29,0.5063,0.168,-0.0048,2.23,2.25,0.2267,0,-0.1,-3.5627,-5.1033
1971/6/1,900.43,0.37,0.4184,0.3089,0.1033,2.23,1.77,0.9692,0,0.8,-0.1178,-1.9324
1971/7/1,887.81,0.4,-0.2907,-0.2963,0.1096,2.03,1.33,0.4332,0,-0.4,-5.8882,-6.2714
1971/8/1,875.41,0.47,-0.5819,-0.093,-0.204,2.18,1.64,0.0298,0,0.6,4.8488,3.7478
1971/9/1,901.22,0.37,1.6121,-0.3332,-0.0052,2.45,1.45,2.3336,0,1,-0.6761,-0.8186
1971/10/1,872.14,0.37,0.7457,0.0228,-0.1112,2.55,1.47,5.0999,0,0.2,-5.6296,-6.3873
1971/11/1,822.11,0.37,0.4235,-0.3162,0.0942,2.57,1.59,6.1308,0,0.5,-1.6214,-3.6949
1971/12/1,869.9,0.37,1.148,0.2816,-0.11,2.45,1.92,5.0084,0,0.6,11.0343,12.0863
1972/1/1,904.65,0.29,2.3668,-0.4066,0.2004,2.28,2.57,6.6088,-1.2903,0,5.138,11.3698
1972/2/1,914.37,0.25,1.0083,0.2859,-0.207,2.15,2.88,7.8079,0,0.2,3.4792,4.3841
1972/3/1,939.23,0.27,0.6945,-0.1575,0.1998,2.17,2.34,8.6109,0,1.6,0.5702,-0.1045
1972/4/1,958.16,0.29,0.9872,-0.0572,-0.1008,2.05,2.48,9.0381,0,0.3,1.1527,0.5645
1972/5/1,948.22,0.3,0.0095,-0.0546,-0.0032,2.1,2.44,8.5413,0,0.5,0.3082,-1.84
1972/6/1,943.43,0.29,0.2632,-0.052,-0.0031,2.09,2.2,8.386,0,0.3,-3.4802,-3.659
1972/7/1,925.92,0.31,-0.0943,0.1892,-0.0029,2.12,2.13,8.5825,0,0.7,-2.4482,-3.0031
1972/8/1,958.34,0.29,1.3634,-0.1517,0.1008,1.98,2.19,10.5278,1.2903,0.5,2.2769,0.7912
1972/9/1,950.58,0.34,0.7716,-0.0531,-0.0992,1.54,1.89,9.6873,0,0.2,-2.4855,-3.6896
1972/10/1,944.1,0.4,1.2772,0.1861,-0.003,1.58,1.74,10.2188,0,1.7,-0.6267,-1.9384
1972/11/1,1001.19,0.37,1.177,-0.1515,0.0998,1.71,1.5,10.9723,0,0.4,5.2184,3.9771
1972/12/1,1020.32,0.37,1.1198,-0.0538,-0.0983,1.57,1.29,10.9441,0,0.4,0.0204,-2.0306
1973/1/1,1026.82,0.44,0.7225,-0.0513,-0.003,1.44,1.05,9.2999,0,1,-4.7427,-4.2445
1973/2/1,974.04,0.41,1.4268,0.4184,-0.0029,1.33,1.04,9.7184,0,0.6,-4.668,-6.4224
1973/3/1,957.35,0.46,0.0428,0.4447,0.2,1.32,0.62,9.0667,0.639,0.1,-1.2765,-2.8551
1973/4/1,944.1,0.52,-0.1377,0.0968,0.1103,1.42,0.41,7.9418,1.8928,-0.4,-7.0059,-8.0141
1973/5/1,922.41,0.51,0.6548,0.1766,-0.0846,1.21,0.49,8.5872,3.6814,0.2,-4.5776,-8.3171
1973/6/1,893.9,0.51,0.1288,0.1639,0.008,1.23,-0.29,8.4527,2.9676,-0.2,-2.6935,-2.8735
1973/7/1,903.61,0.64,0.3698,-0.2985,0.0074,1.11,-0.88,8.9168,0.5831,0.8,9.8953,10.9859
1973/8/1,883.73,0.7,-0.1396,1.454,-0.1887,1.13,-1.27,7.4138,0,-1.2,-3.1647,-4.5188
1973/9/1,909.98,0.68,0.792,-0.7868,0.6726,1.54,-1.2,7.4342,5.6512,1.5,7.7716,7.4302
1973/10/1,967.62,0.65,0.8035,0.5102,-0.6374,1.62,-0.43,6.9606,0,-0.7,-0.6882,0.3757
1973/11/1,878.98,0.56,0.455,0.0067,0.2781,1.69,-1.1,6.2385,4.3017,0.2,-14.6378,-16.7763
1973/12/1,824.08,0.64,-0.2824,0.0873,-0.0849,1.74,-0.71,4.8363,4.6281,-0.8,0.7596,-3.978
1974/1/1,857.24,0.63,-0.6667,0.2947,0.0033,1.49,-0.78,3.4471,19.9757,-0.1,3.7212,14.1978
1974/2/1,831.34,0.58,-0.3041,0.6158,0.0961,1.57,-0.16,1.7162,12.371,-0.6,0.6633,0.8396
1974/3/1,874,0.56,-0.0059,0.4076,0.192,1.41,-0.75,1.6674,0,0.2,-1.3808,1.1263
1974/4/1,847.79,0.75,-0.2931,-0.4544,0.0164,1.36,-0.82,1.512,0,0.3,-5.0176,-5.3149
1974/5/1,830.25,0.75,0.7953,0.7156,-0.3453,1.47,-0.65,1.6525,0,0.3,-4.761,-6.7496
1974/6/1,831.43,0.6,-0.1903,-0.059,0.352,1.73,-0.36,1.3335,0,-0.2,-3.0471,-2.6492
1974/7/1,783,0.7,0.2019,0.0977,-0.1633,1.67,0.26,1.1656,10.6814,0.3,-7.0437,-4.8249
1974/8/1,729.31,0.6,-1.0652,0.4889,0.003,1.73,-0.92,0.24,0.3263,0.7,-8.5635,-7.689
1974/9/1,651.28,0.81,0.0164,0.2982,0.1763,2.14,-0.02,-0.5356,0,-1,-11.6202,-8.6047
1974/10/1,638.63,0.51,-0.3166,0.0776,0.0111,2.58,0.44,-1.6557,0.3252,-0.3,15.3792,10.122
1974/11/1,642.1,0.54,-3.345,-0.051,-0.075,2.92,0.21,-5.4557,2.2473,-1.1,-3.918,-4.5773
1974/12/1,596.5,0.7,-3.6616,0.0228,-0.0798,3.2,0.28,-8.8349,-3.5545,-0.2,-4.6733,-7.8178
1975/1/1,659.09,0.58,-1.3956,-0.3653,-0.0009,3.31,1.24,-9.5638,0,0.8,18.7369,28.3492
1975/2/1,724.89,0.43,-2.3076,0.1822,-0.1674,3.26,1.89,-11.5673,2.5975,0.9,6.9665,6.6204
1975/3/1,765.06,0.41,-1.1064,-0.3566,0.1542,2.75,2.24,-12.6678,0.639,-0.2,7.0002,8.6439
1975/4/1,790.93,0.44,0.1919,-0.1928,-0.1652,2.35,2.62,-12.1828,0.9509,0.1,5.2031,4.031
1975/5/1,836.56,0.44,-0.2925,0.0049,-0.011,2.63,2.83,-13.2706,0.6289,2,5.8418,7.3543
1975/6/1,845.7,0.41,0.6302,0.1173,0.0712,2.76,2.52,-12.4502,8.9881,0.1,5.5439,7.1473
1975/7/1,856.28,0.48,1.0366,0.4053,0.0761,2.49,1.93,-11.6155,-2.3189,0.4,-5.4616,-1.18
1975/8/1,815.52,0.48,0.9799,-0.6839,0.1604,2.19,1.96,-9.5704,2.3189,0.3,-4.1194,-5.4284
1975/9/1,818.28,0.53,1.286,0.0721,-0.3894,2.18,2.01,-8.3008,0,0.3,-4.2953,-3.3814
1975/10/1,831.26,0.56,0.4328,-0.0739,0.143,2.48,2.18,-7.5513,0.8559,0,4.7671,1.0784
1975/11/1,845.51,0.41,0.1372,0.1092,-0.0051,2.51,2.57,-4.0691,1.13,0.8,2.9082,1.3978
1975/12/1,840.8,0.48,1.3468,-0.3293,0.0736,2.56,2.56,0.9393,0.5602,1,-1.2831,-0.3718
1976/1/1,929.34,0.47,1.3184,-0.3541,-0.1563,2.67,2.87,3.6534,0.2789,1,15.4298,18.6639
1976/2/1,971.7,0.34,1.0029,-0.0871,-0.0879,2.45,2.91,6.9639,-8.423,-0.1,3.2439,11.618
1976/3/1,988.55,0.4,0.2015,-0.3303,0.0632,2.39,2.73,8.2717,0.3026,0.5,1.3818,2.2151
